City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,sibolga,1.7427,98.7792,76.95,91,88,3.13,ID,1681775070
84,bandarbeyla,9.4942,50.8122,80.67,73,6,6.58,SO,1681775070
85,yellowknife,62.456,-114.3525,45.12,45,75,18.41,CA,1681775071
86,chokurdakh,70.6333,147.9167,7.59,92,100,5.97,RU,1681775071
87,salalah,17.0151,54.0924,79.14,74,0,2.28,OM,1681775072
88,new norfolk,-42.7826,147.0587,59.92,68,59,3.0,AU,1681775072
89,zhongxing,33.7039,118.6792,73.54,66,100,7.52,CN,1681775073
90,tura,25.5198,90.2201,76.84,68,0,5.88,IN,1681775073
91,rockingham,42.9668,-71.0995,50.05,95,100,3.42,US,1681775073
92,san quintin,30.4833,-115.95,59.18,71,81,19.01,MX,1681775074
93,khatanga,71.9667,102.5,1.9,98,100,8.86,RU,1681775074
94,vincennes,48.85,2.4333,51.17,83,78,13.8,FR,1681775074
95,okha,53.5739,142.9478,29.79,78,27,8.9,RU,1681775075
96,krasnogorskiy,54.6025,61.231,35.29,69,94,6.49,RU,1681775075
97,qaanaaq,77.484,-69.3632,3.7,72,0,4.63,GL,1681775075
98,kingston,17.997,-76.7936,81.55,83,75,9.22,JM,1681775030
99,yumen,40.2833,97.2,57.78,29,0,4.63,CN,1681775076
100,mahebourg,-20.4081,57.7,77.29,88,40,5.75,MU,1681775076
101,saldanha,-33.0117,17.9442,57.25,80,0,9.53,ZA,1681775076
102,margate,51.3813,1.3862,46.9,88,44,7.0,GB,1681775076
103,ndele,8.4109,20.6473,74.39,80,100,7.02,CF,1681775077
104,ponta do sol,32.6667,-17.1,70.43,40,79,5.82,PT,1681775077
105,kapaa,22.0752,-159.319,80.58,78,20,12.66,US,1681775077
106,saint george,37.1041,-113.5841,82.26,12,0,15.99,US,1681774956
107,dali,25.7,100.1833,60.03,54,1,4.45,CN,1681775079
108,sovetskiy,61.3614,63.5842,6.71,95,55,5.06,RU,1681775079
109,kestel,40.1983,29.2124,51.28,81,85,4.07,TR,1681775080
110,lompoc,34.6391,-120.4579,65.7,69,40,23.0,US,1681775080
111,port said,31.2565,32.2841,64.38,94,0,5.75,EG,1681775080
112,moelv,60.9333,10.7,32.79,94,30,2.44,NO,1681775080
113,tuktoyaktuk,69.4541,-133.0374,3.2,85,100,14.97,CA,1681775081
114,silver city,32.7701,-108.2803,74.37,13,1,13.0,US,1681775081
115,waipawa,-41.4122,175.5153,63.46,61,98,9.98,NZ,1681775081
116,port lincoln,-34.7333,135.8667,65.88,68,0,15.26,AU,1681775082
117,thanatpin,17.2119,96.3033,78.98,81,24,3.85,MM,1681775082
118,hervey bay,-25.2986,152.8535,75.02,77,9,22.75,AU,1681775082
119,cabo san lucas,22.8909,-109.9124,85.6,29,0,10.36,MX,1681774968
120,padang,-0.9492,100.3543,75.25,84,97,3.56,ID,1681775083
121,cidreira,-30.1811,-50.2056,67.98,72,80,9.62,BR,1681775085
122,tarqui,2.1125,-75.8242,70.43,93,94,1.7,CO,1681775085
123,aksarka,66.5606,67.7975,5.58,92,75,10.4,RU,1681775086
124,mikhaylovka,50.06,43.2379,41.7,57,99,7.05,RU,1681775086
125,cap malheureux,-19.9842,57.6142,76.46,82,60,13.33,MU,1681775086
126,pisco,-13.7,-76.2167,73.45,78,65,18.41,PE,1681775087
127,georgetown,5.4112,100.3354,82.35,89,20,5.75,MY,1681774812
128,albany,42.6001,-73.9662,52.21,85,88,1.74,US,1681775087
129,bosobolo,4.1833,19.9,70.61,96,100,5.01,CD,1681775088
130,hasaki,35.7333,140.8333,59.29,68,100,14.38,JP,1681775089
131,kendari,-3.945,122.4989,77.54,90,100,2.04,ID,1681775089
132,carson city,39.1638,-119.7674,57.33,17,75,20.71,US,1681774977
133,esperance,-33.8667,121.9,62.96,52,99,11.92,AU,1681775089
134,vestmanna,62.1564,-7.1664,49.12,93,75,11.5,FO,1681775090
135,harper,4.375,-7.7169,80.35,82,66,2.21,LR,1681775090
136,japura,-0.3167,102.35,75.97,95,98,0.92,ID,1681775090
137,anzhero-sudzhensk,56.081,86.0285,7.95,74,96,11.59,RU,1681775091
138,avila,40.5833,-5.0,45.54,44,9,0.78,ES,1681775053
139,egvekinot,66.3167,-179.1667,6.51,93,94,4.74,RU,1681775092
140,kasane,-17.8167,25.15,61.77,66,44,3.87,BW,1681775092
141,la ronge,55.1001,-105.2842,46.65,36,100,18.41,CA,1681775092
142,sept-iles,50.2001,-66.3821,37.06,82,100,13.0,CA,1681775093
143,san cristobal,7.7669,-72.225,68.18,93,98,3.09,VE,1681775093
144,bambous virieux,-20.3428,57.7575,77.25,88,40,5.75,MU,1681775093
145,dospat,41.65,24.1667,35.28,95,54,1.39,BG,1681775094
146,kodiak,57.79,-152.4072,35.11,30,100,21.85,US,1681775094
147,thinadhoo,0.5333,72.9333,82.89,68,32,2.98,MV,1681775094
148,barrow,71.2906,-156.7887,1.42,71,0,13.8,US,1681775095
149,airai,-8.9266,125.4092,66.15,84,77,1.21,TL,1681775095
150,clyde river,70.4692,-68.5914,7.03,66,20,13.8,CA,1681774797
151,tessalit,20.1986,1.0114,80.06,9,0,7.02,ML,1681775095
152,yuzhno-kurilsk,44.0306,145.8556,38.14,77,51,20.22,RU,1681775096
153,itapipoca,-3.4944,-39.5786,74.3,95,100,3.47,BR,1681775033
154,quatre cocos,-20.2078,57.7625,77.11,79,79,8.88,MU,1681775097
155,saint-joseph,-21.3667,55.6167,75.58,81,89,6.17,RE,1681775097
156,eydhafushi,5.1033,73.0708,83.41,70,7,1.16,MV,1681775098
157,muisne,0.6,-80.0333,78.62,80,99,3.22,EC,1681775098
158,gwanda,-20.9333,29.0,57.0,64,0,3.96,ZW,1681775098
159,uyemskiy,64.4743,40.8524,23.05,79,0,2.24,RU,1681775099
160,gueret,46.1667,1.8667,40.03,98,65,4.38,FR,1681775099
161,tasiilaq,65.6145,-37.6368,39.36,95,100,15.97,GL,1681775100
162,bryan,30.6744,-96.37,78.55,31,0,11.5,US,1681775100
163,chiredzi,-21.05,31.6667,60.1,80,0,1.25,ZW,1681775101
164,pochutla,15.7432,-96.4661,82.81,61,41,6.85,MX,1681775101
165,imbituba,-28.24,-48.6703,72.86,88,94,9.15,BR,1681775101
166,saint-denis,48.9167,2.3333,51.39,83,66,13.8,FR,1681775102
167,ozinki,51.1786,49.6769,42.82,50,81,5.66,RU,1681775102
168,east london,-33.0153,27.9116,71.24,34,0,5.3,ZA,1681775103
169,pevek,69.7008,170.3133,19.89,74,34,17.49,RU,1681775103
170,namatanai,-3.6667,152.4333,84.25,67,35,0.74,PG,1681775103
171,haines junction,60.7522,-137.5108,40.95,48,100,10.36,CA,1681775103
172,leningradskiy,69.3833,178.4167,14.95,78,13,8.08,RU,1681775104
173,tuy hoa,13.0833,109.3,79.93,78,30,5.53,VN,1681775104
174,batagay-alyta,67.8006,130.4114,16.43,88,100,2.86,RU,1681775105
175,ulety,51.3572,112.4849,29.32,33,65,4.27,RU,1681775105
176,souris,49.6172,-100.2612,47.73,36,68,10.85,CA,1681775105
177,kangaatsiaq,68.3065,-53.4641,21.81,87,100,16.44,GL,1681775106
178,atambua,-9.1061,124.8925,76.96,82,71,1.9,ID,1681775106
179,prabumulih,-3.45,104.25,74.62,99,100,1.43,ID,1681775106
180,pierre,44.3683,-100.351,61.72,26,0,20.71,US,1681775107
181,grand forks,47.9417,-97.4337,44.53,53,0,13.8,US,1681775107
182,oranjemund,-28.55,16.4333,64.56,52,2,1.34,NA,1681775107
183,vestmannaeyjar,63.4427,-20.2734,46.96,91,16,21.92,IS,1681775107
184,shimoda,34.6667,138.95,61.11,58,22,2.98,JP,1681775108
185,the valley,18.217,-63.0578,78.94,78,20,8.05,AI,1681775108
186,lavrentiya,65.5833,-171.0,12.33,85,62,5.59,RU,1681775109
187,sabzevar,36.2126,57.6819,47.03,46,3,8.72,IR,1681775109
188,storforshei,66.4043,14.5233,36.66,93,100,2.3,NO,1681775109
189,oistins,13.0667,-59.5333,78.89,73,20,12.66,BB,1681775109
190,fare,-16.7,-151.0167,82.0,75,62,8.43,PF,1681775110
191,kyela,-9.5833,33.85,71.28,91,91,3.4,TZ,1681775111
192,fernandina beach,30.6697,-81.4626,75.29,29,0,10.36,US,1681775111
193,tateyama,34.9833,139.8667,61.77,67,32,4.65,JP,1681775112
194,rawson,-43.3002,-65.1023,56.19,39,80,16.4,AR,1681774962
195,lata,40.1629,-8.3327,60.08,50,72,3.74,PT,1681775112
196,bokoro,12.3807,17.0568,85.77,15,39,4.68,TD,1681775113
197,santa rosa,14.3122,121.1114,85.1,73,19,7.85,PH,1681775076
198,mareeba,-17.0,145.4333,76.44,89,100,2.8,AU,1681775113
199,braganca,-1.0536,-46.7656,74.61,98,100,0.58,BR,1681775114
200,ilulissat,69.2167,-51.1,26.62,80,75,13.8,GL,1681775085
201,ust-kut,56.7938,105.7672,24.94,79,100,4.18,RU,1681775114
202,qingquan,30.4511,115.2559,73.09,83,100,6.6,CN,1681775114
203,gohpur,26.8833,93.6333,75.47,46,3,2.82,IN,1681775115
204,dunedin,-45.8742,170.5036,64.08,82,100,1.01,NZ,1681775115
205,ambilobe,-13.2,49.05,72.28,94,85,3.27,MG,1681775116
206,guerrero negro,27.9769,-114.0611,61.23,67,67,22.1,MX,1681775116
207,puerto escondido,15.85,-97.0667,86.83,66,20,5.75,MX,1681775116
208,betul,21.9153,77.8961,79.36,22,15,3.31,IN,1681775117
209,metro,-5.1131,105.3067,77.29,90,38,3.2,ID,1681775117
210,tiksi,71.6872,128.8694,7.38,95,100,6.51,RU,1681775117
211,sulangan,11.1373,123.7228,82.53,77,72,9.4,PH,1681775118
212,bilibino,68.0546,166.4372,18.45,81,100,3.71,RU,1681775119
213,sao filipe,14.8961,-24.4956,74.44,79,22,10.63,CV,1681775119
214,muyezerskiy,63.9333,31.65,30.31,95,80,6.82,RU,1681775119
215,surenavan,39.75,44.8,53.71,61,17,4.18,AM,1681775120
216,jiujiang,29.7333,115.9833,72.45,85,100,5.7,CN,1681775121
217,alexandria,31.2156,29.9553,64.94,61,3,4.54,EG,1681775121
218,bereda,43.2686,-7.5406,44.15,100,12,4.74,ES,1681775121
219,beringovskiy,63.05,179.3167,33.17,89,100,8.05,RU,1681775122
220,sebastian,35.1668,-94.2669,77.56,62,3,5.19,US,1681774823
221,lusambo,-4.9667,23.45,69.3,99,100,1.54,CD,1681775122
222,ishigaki,24.3448,124.1572,77.13,78,75,11.5,JP,1681775123
223,vinstra,61.5952,9.7523,35.2,81,48,3.11,NO,1681775123
224,pavlohrad,48.5167,35.8667,48.45,56,100,12.03,UA,1681775124
225,valle de allende,26.9333,-105.4,82.78,9,6,13.58,MX,1681775124
226,awbari,26.5921,12.7805,68.47,33,2,9.35,LY,1681775124
227,cobija,-11.0267,-68.7692,82.58,83,75,3.44,BO,1681775125
228,farafenni,13.5667,-15.6,85.32,37,46,9.44,GM,1681775125
229,hobyo,5.3505,48.5268,83.03,76,48,9.73,SO,1681775122
230,sivaki,52.6333,126.75,43.72,48,100,6.69,RU,1681775126
231,tshane,-24.0196,21.8684,66.13,49,5,5.84,BW,1681775126
232,ambon,-3.6954,128.1814,80.74,83,40,5.75,ID,1681775126
233,viedma,-40.8135,-62.9967,49.32,61,37,4.79,AR,1681775127
234,mount gambier,-37.8333,140.7667,65.08,64,33,12.08,AU,1681775127
235,karratha,-20.7377,116.8463,74.7,31,70,15.61,AU,1681775128
236,kuliyapitiya,7.4688,80.0401,76.68,92,12,2.48,LK,1681775128
237,la paz,-16.5,-68.15,58.98,38,20,11.5,BO,1681775129
238,lamar,33.6668,-95.5836,75.11,31,0,13.8,US,1681775129
239,kristiansund,63.1115,7.732,43.45,70,81,3.44,NO,1681775130
240,bowmore,34.9421,-79.3031,71.51,23,0,11.5,US,1681775130
241,yorkton,51.2167,-102.4677,48.04,40,0,17.27,CA,1681774943
242,iqaluit,63.7506,-68.5145,4.73,78,40,12.66,CA,1681775131
243,alta floresta,-9.8756,-56.0861,74.59,88,57,2.08,BR,1681775131
244,virklund,56.1322,9.5558,42.33,76,0,6.93,DK,1681775131
245,vostok,46.4856,135.8833,44.33,28,29,1.28,RU,1681775132
246,mandalgovi,45.7625,106.2708,40.73,26,0,17.05,MN,1681775132
247,tubuala,9.5167,-79.0333,80.24,78,44,8.37,PA,1681775132
248,kashi,39.4547,75.9797,65.41,29,75,22.37,CN,1681775132
249,marawi,7.9986,124.2928,77.22,70,54,0.74,PH,1681775133
250,inuvik,68.3499,-133.7218,7.56,72,100,13.8,CA,1681774920
251,piet retief,-27.0071,30.8132,48.78,46,0,4.27,ZA,1681775133
252,aden,12.7794,45.0367,82.29,80,1,19.71,YE,1681775133
253,chuy,-33.6971,-53.4616,55.76,72,23,5.19,UY,1681775134
254,bintulu,3.1667,113.0333,77.41,94,20,3.44,MY,1681775134
255,ribeira grande,38.5167,-28.7,55.78,77,50,1.99,PT,1681775134
256,bulgan,48.8125,103.5347,40.6,31,70,5.08,MN,1681775135
257,luan,46.3592,6.9759,38.86,84,32,4.05,CH,1681775135
258,kahului,20.8947,-156.47,86.02,61,20,20.71,US,1681775135
259,sattur,9.3667,77.9333,81.7,70,1,3.2,IN,1681775136
260,sungurlu,40.1675,34.3739,60.13,41,100,4.76,TR,1681775136
261,grenville,12.1167,-61.6167,78.85,72,97,17.92,GD,1681775136
262,lishui,28.4604,119.9103,71.67,81,67,3.02,CN,1681775137
263,bougouni,11.417,-7.479,86.61,13,37,4.5,ML,1681775137
264,catuday,16.2923,119.8062,80.76,73,60,4.68,PH,1681775137
265,torbay,47.6666,-52.7314,31.28,85,20,2.3,CA,1681775138
266,santa isabel do rio negro,-0.4139,-65.0192,76.93,85,100,0.89,BR,1681775138
267,henties bay,-22.116,14.2845,67.87,68,54,4.36,NA,1681775138
268,venado tuerto,-33.7456,-61.9688,57.04,70,24,5.66,AR,1681775139
269,florence,43.7667,11.25,59.36,60,0,7.0,IT,1681774937
270,iskateley,67.6803,53.1512,4.87,84,46,6.4,RU,1681775139
271,bengkulu,-3.8004,102.2655,76.98,86,94,4.21,ID,1681775139
272,severo-kurilsk,50.6789,156.125,33.46,99,100,14.67,RU,1681775140
273,termiz,37.2242,67.2783,50.09,62,75,20.71,UZ,1681775140
274,luganville,-15.5333,167.1667,84.43,68,92,0.92,VU,1681775140
275,dickinson,29.4608,-95.0513,73.99,45,0,13.8,US,1681774921
276,zemio,5.0314,25.1361,69.8,89,100,2.73,CF,1681775141
277,chadan,51.2833,91.5833,29.95,63,55,8.32,RU,1681775141
278,brae,60.3964,-1.353,45.52,88,31,12.24,GB,1681775142
279,coquimbo,-29.9533,-71.3436,58.73,88,0,10.36,CL,1681775142
280,wisconsin rapids,44.3836,-89.8174,34.18,81,100,13.8,US,1681774971
281,chilliwack,49.1747,-121.9443,52.11,63,100,5.75,CA,1681775143
282,ciudad bolivar,8.1222,-63.5497,86.9,49,96,10.78,VE,1681774883
283,los llanos de aridane,28.6585,-17.9182,62.35,84,0,5.99,ES,1681775144
284,upernavik,72.7868,-56.1549,0.18,99,89,5.44,GL,1681775144
285,broome,42.2506,-75.833,52.29,70,90,10.0,US,1681775144
286,kaitangata,-46.2817,169.8464,55.47,91,100,4.14,NZ,1681775145
287,hay river,60.8156,-115.7999,46.36,57,40,14.97,CA,1681775145
288,acapulco,16.8634,-99.8901,85.82,70,75,5.75,MX,1681775145
289,souillac,-20.5167,57.5167,77.38,88,40,5.75,MU,1681775146
290,baker city,44.7749,-117.8344,49.59,61,40,5.75,US,1681775092
291,kavieng,-2.5744,150.7967,83.17,70,20,2.68,PG,1681775146
292,krasnoborsk,61.5598,45.934,32.18,98,94,3.56,RU,1681775146
293,kruisfontein,-34.0033,24.7314,54.88,67,0,5.32,ZA,1681775147
294,sioux lookout,50.1001,-91.917,33.87,60,75,18.41,CA,1681775147
295,mineros,-17.1167,-63.2333,71.62,98,87,0.89,BO,1681775147
296,port moresby,-9.4431,147.1797,83.19,69,100,1.3,PG,1681774927
297,bilma,18.6853,12.9164,84.6,9,1,9.98,NE,1681775148
298,lethem,3.3803,-59.7968,83.73,61,99,3.56,GY,1681775148
299,port elizabeth,-33.918,25.5701,65.32,90,0,6.91,ZA,1681775149
300,provideniya,64.3833,-173.3,24.91,58,100,2.24,RU,1681775149
301,hazorasp,41.3194,61.0742,42.84,30,0,9.35,UZ,1681775149
302,saurimo,-9.6608,20.3916,63.01,97,100,3.65,AO,1681775149
303,norrtalje,59.758,18.705,38.01,85,45,7.38,SE,1681775150
304,la libertad,-2.2333,-80.9,80.26,89,75,5.75,EC,1681775150
305,lebu,-37.6167,-73.65,51.19,69,63,14.03,CL,1681775150
306,qaqortoq,60.7167,-46.0333,31.41,84,91,4.88,GL,1681775151
307,saint-augustin,51.226,-58.6502,35.33,65,32,5.1,CA,1681775151
308,morgan city,29.6994,-91.2068,64.94,58,0,0.96,US,1681775152
309,aykhal,66.0,111.5,18.18,93,100,6.44,RU,1681775152
310,coihaique,-45.5752,-72.0662,46.35,66,75,10.36,CL,1681775152
311,itirucu,-13.5317,-40.1503,66.18,95,42,3.15,BR,1681775153
312,ambulu,-8.345,113.6058,77.22,89,85,2.13,ID,1681775153
313,faanui,-16.4833,-151.75,82.09,75,64,8.72,PF,1681775154
314,bathsheba,13.2167,-59.5167,79.41,73,20,12.66,BB,1681775154
315,ketchikan,55.3422,-131.6461,48.67,49,40,4.61,US,1681775154
316,ochsenfurt,49.6643,10.0623,45.3,93,73,7.54,DE,1681775154
317,cartagena,10.3997,-75.5144,83.82,74,75,9.22,CO,1681775155
318,flin flon,54.7682,-101.865,44.44,33,40,12.66,CA,1681775155
319,sapouy,11.5544,-1.7736,86.49,38,56,4.97,BF,1681775156
320,norman wells,65.282,-126.8329,17.64,73,100,17.27,CA,1681775157
321,akureyri,65.6835,-18.0878,51.73,62,40,16.11,IS,1681775157
322,abnub,27.2696,31.1511,73.62,13,0,5.21,EG,1681775158
323,belaya gora,68.5333,146.4167,21.13,93,100,6.96,RU,1681775158
324,namibe,-15.1961,12.1522,76.91,75,47,2.04,AO,1681775158
325,westport,41.1415,-73.3579,63.95,74,75,4.61,US,1681775159
326,hofn,64.2539,-15.2082,46.0,97,99,10.25,IS,1681775159
327,cherskiy,68.75,161.3,28.63,76,90,7.45,RU,1681775159
328,vila franca do campo,37.7167,-25.4333,57.61,79,17,5.59,PT,1681775023
329,stromness,58.965,-3.296,44.87,89,16,14.0,GB,1681775160
330,conakry,9.538,-13.6773,82.47,83,0,6.91,GN,1681775160
331,algiers,36.7525,3.042,48.02,76,20,5.75,DZ,1681775100
332,andra,62.5147,65.8878,-0.31,98,25,5.41,RU,1681775161
333,koutiala,12.3917,-5.4642,88.54,10,17,8.77,ML,1681775161
334,sur,22.5667,59.5289,80.67,64,88,0.69,OM,1681775162
335,sao jose da coroa grande,-8.8978,-35.1478,79.21,85,90,5.01,BR,1681775162
336,half moon bay,37.4636,-122.4286,62.46,63,0,16.11,US,1681775162
337,goryachegorsk,55.4053,88.9154,5.79,77,95,15.88,RU,1681775163
338,san vicente,-26.6167,-54.1333,63.68,99,99,0.65,AR,1681775163
339,nome,64.5011,-165.4064,16.16,85,0,4.61,US,1681775163
340,rodrigues alves,-7.738,-72.6509,75.4,98,96,3.74,BR,1681775164
341,la palma,33.8464,-118.0467,71.91,67,20,10.36,US,1681775164
342,lajas,18.05,-67.0593,77.16,69,58,1.99,PR,1681775165
343,talnakh,69.4865,88.3972,1.2,82,12,1.92,RU,1681775165
344,dingle,10.9995,122.6711,83.62,74,23,6.49,PH,1681775165
345,red bluff,40.1785,-122.2358,65.86,45,75,18.41,US,1681775166
346,ugoofaaru,5.6667,73.0,83.37,70,6,1.54,MV,1681775166
347,porto belo,-27.1578,-48.5531,69.8,90,85,12.59,BR,1681775167
348,aguilas,37.4063,-1.5829,56.84,67,0,7.11,ES,1681775167
349,laguna,38.421,-121.4238,65.39,50,0,17.27,US,1681775167
350,komsomolskiy,40.4272,71.7189,50.72,46,75,4.61,UZ,1681775168
351,prainha,-1.8,-53.48,74.88,95,80,1.05,BR,1681775168
352,katsuura,35.1333,140.3,62.56,67,85,12.01,JP,1681775168
353,vieste,41.8825,16.175,54.46,81,90,3.29,IT,1681775169
354,san jose,37.3394,-121.895,63.84,50,75,15.99,US,1681774929
355,sisimiut,66.9395,-53.6735,17.4,85,78,11.99,GL,1681775170
356,bud,39.447,-86.1758,50.9,64,69,15.9,US,1681775170
357,blythe,33.6103,-114.5964,91.04,8,0,18.61,US,1681775170
358,kenora,49.8167,-94.4337,41.97,33,20,11.5,CA,1681774930
359,hirara,24.8,125.2833,75.06,83,75,14.97,JP,1681775171
360,magan,39.9683,-3.931,61.32,36,1,10.67,ES,1681775171
361,merauke,-8.4667,140.3333,78.17,89,100,8.25,ID,1681775171
362,bairiki,1.3292,172.9752,86.0,70,75,5.75,KI,1681775171
363,sabha,27.0377,14.4283,68.59,36,49,15.37,LY,1681775172
364,yar-sale,66.8333,70.8333,4.62,88,55,13.02,RU,1681775172
365,port hardy,50.6996,-127.4199,42.98,81,100,23.02,CA,1681775172
366,alice springs,-23.7,133.8833,58.55,67,40,8.05,AU,1681775173
367,moerai,-22.4333,-151.3333,76.17,61,62,14.41,PF,1681775173
368,angoche,-16.2325,39.9086,75.6,80,57,8.25,MZ,1681775173
369,basoko,1.2391,23.616,70.83,98,100,4.0,CD,1681775174
